CODE	Leftmost	Topmost	Rightmost	Bottommost	Offset_Y	U_COORD_1	V_COORD_1	U_COORD_2	V_COORD_2	U_COORD_3	V_COORD_3	U_COORD_4	V_COORD_4	U_COORD_5	V_COORD_5	U_COORD_6	V_COORD_6
187	174	607	189	621	13	0.33984375	0.6064453125	0.33984375	0.5927734375	0.369140625	0.5927734375	0.33984375	0.6064453125	0.369140625	0.6064453125	0.369140625	0.5927734375
188	206	598	225	624	4	0.40234375	0.609375	0.40234375	0.583984375	0.439453125	0.583984375	0.40234375	0.609375	0.439453125	0.609375	0.439453125	0.583984375
189	240	598	259	624	4	0.46875	0.609375	0.46875	0.583984375	0.505859375	0.583984375	0.46875	0.609375	0.505859375	0.609375	0.505859375	0.583984375
190	274	598	293	624	4	0.53515625	0.609375	0.53515625	0.583984375	0.572265625	0.583984375	0.53515625	0.609375	0.572265625	0.609375	0.572265625	0.583984375
191	311	606	322	632	12	0.607421875	0.6171875	0.607421875	0.591796875	0.62890625	0.591796875	0.607421875	0.6171875	0.62890625	0.6171875	0.62890625	0.591796875
192	342	594	362	624	0	0.66796875	0.609375	0.66796875	0.580078125	0.70703125	0.580078125	0.66796875	0.609375	0.70703125	0.609375	0.70703125	0.580078125
193	376	594	396	624	0	0.734375	0.609375	0.734375	0.580078125	0.7734375	0.580078125	0.734375	0.609375	0.7734375	0.609375	0.7734375	0.580078125
194	410	594	430	624	0	0.80078125	0.609375	0.80078125	0.580078125	0.83984375	0.580078125	0.80078125	0.609375	0.83984375	0.609375	0.83984375	0.580078125
195	444	594	464	624	0	0.8671875	0.609375	0.8671875	0.580078125	0.90625	0.580078125	0.8671875	0.609375	0.90625	0.609375	0.90625	0.580078125
196	478	594	498	624	-58	0.93359375	0.609375	0.93359375	0.580078125	0.97265625	0.580078125	0.93359375	0.609375	0.97265625	0.609375	0.97265625	0.580078125
197	0	652	20	683	0	0.0	0.6669921875	0.0	0.63671875	0.0390625	0.63671875	0.0	0.6669921875	0.0390625	0.6669921875	0.0390625	0.63671875
198	34	659	54	683	7	0.06640625	0.6669921875	0.06640625	0.6435546875	0.10546875	0.6435546875	0.06640625	0.6669921875	0.10546875	0.6669921875	0.10546875	0.6435546875
199	70	659	86	689	7	0.13671875	0.6728515625	0.13671875	0.6435546875	0.16796875	0.6435546875	0.13671875	0.6728515625	0.16796875	0.6728515625	0.16796875	0.6435546875
200	106	653	120	683	1	0.20703125	0.6669921875	0.20703125	0.6376953125	0.234375	0.6376953125	0.20703125	0.6669921875	0.234375	0.6669921875	0.234375	0.6376953125
201	140	653	154	683	1	0.2734375	0.6669921875	0.2734375	0.6376953125	0.30078125	0.6376953125	0.2734375	0.6669921875	0.30078125	0.6669921875	0.30078125	0.6376953125
202	174	653	188	683	1	0.33984375	0.6669921875	0.33984375	0.6376953125	0.3671875	0.6376953125	0.33984375	0.6669921875	0.3671875	0.6669921875	0.3671875	0.6376953125
203	208	653	222	683	1	0.40625	0.6669921875	0.40625	0.6376953125	0.43359375	0.6376953125	0.40625	0.6669921875	0.43359375	0.6669921875	0.43359375	0.6376953125
204	242	653	256	683	1	0.47265625	0.6669921875	0.47265625	0.6376953125	0.5	0.6376953125	0.47265625	0.6669921875	0.5	0.6669921875	0.5	0.6376953125
205	276	653	290	683	1	0.5390625	0.6669921875	0.5390625	0.6376953125	0.56640625	0.6376953125	0.5390625	0.6669921875	0.56640625	0.6669921875	0.56640625	0.6376953125
206	310	653	324	683	1	0.60546875	0.6669921875	0.60546875	0.6376953125	0.6328125	0.6376953125	0.60546875	0.6669921875	0.6328125	0.6669921875	0.6328125	0.6376953125
207	344	653	358	683	1	0.671875	0.6669921875	0.671875	0.6376953125	0.69921875	0.6376953125	0.671875	0.6669921875	0.69921875	0.6669921875	0.69921875	0.6376953125
208	375	659	395	683	7	0.732421875	0.6669921875	0.732421875	0.6435546875	0.771484375	0.6435546875	0.732421875	0.6669921875	0.771484375	0.6669921875	0.771484375	0.6435546875
209	411	653	428	683	1	0.802734375	0.6669921875	0.802734375	0.6376953125	0.8359375	0.6376953125	0.802734375	0.6669921875	0.8359375	0.6669921875	0.8359375	0.6376953125
210	444	653	463	684	1	0.8671875	0.66796875	0.8671875	0.6376953125	0.904296875	0.6376953125	0.8671875	0.66796875	0.904296875	0.66796875	0.904296875	0.6376953125
211	479	653	497	684	-59	0.935546875	0.66796875	0.935546875	0.6376953125	0.970703125	0.6376953125	0.935546875	0.66796875	0.970703125	0.66796875	0.970703125	0.6376953125
212	1	712	19	743	0	0.001953125	0.7255859375	0.001953125	0.6953125	0.037109375	0.6953125	0.001953125	0.7255859375	0.037109375	0.7255859375	0.037109375	0.6953125
213	35	712	53	743	0	0.068359375	0.7255859375	0.068359375	0.6953125	0.103515625	0.6953125	0.068359375	0.7255859375	0.103515625	0.7255859375	0.103515625	0.6953125
214	69	712	88	743	0	0.134765625	0.7255859375	0.134765625	0.6953125	0.171875	0.6953125	0.134765625	0.7255859375	0.171875	0.7255859375	0.171875	0.6953125
215	105	725	120	740	13	0.205078125	0.72265625	0.205078125	0.7080078125	0.234375	0.7080078125	0.205078125	0.72265625	0.234375	0.72265625	0.234375	0.7080078125
216	137	715	156	747	3	0.267578125	0.7294921875	0.267578125	0.6982421875	0.3046875	0.6982421875	0.267578125	0.7294921875	0.3046875	0.7294921875	0.3046875	0.6982421875
217	172	712	189	743	0	0.3359375	0.7255859375	0.3359375	0.6953125	0.369140625	0.6953125	0.3359375	0.7255859375	0.369140625	0.7255859375	0.369140625	0.6953125
218	206	712	223	743	0	0.40234375	0.7255859375	0.40234375	0.6953125	0.435546875	0.6953125	0.40234375	0.7255859375	0.435546875	0.7255859375	0.435546875	0.6953125
219	240	712	257	743	0	0.46875	0.7255859375	0.46875	0.6953125	0.501953125	0.6953125	0.46875	0.7255859375	0.501953125	0.7255859375	0.501953125	0.6953125
220	274	712	291	743	0	0.53515625	0.7255859375	0.53515625	0.6953125	0.568359375	0.6953125	0.53515625	0.7255859375	0.568359375	0.7255859375	0.568359375	0.6953125
221	307	712	327	743	0	0.599609375	0.7255859375	0.599609375	0.6953125	0.638671875	0.6953125	0.599609375	0.7255859375	0.638671875	0.7255859375	0.638671875	0.6953125
222	343	719	359	743	7	0.669921875	0.7255859375	0.669921875	0.7021484375	0.701171875	0.7021484375	0.669921875	0.7255859375	0.701171875	0.7255859375	0.701171875	0.7021484375
223	377	717	393	743	5	0.736328125	0.7255859375	0.736328125	0.7001953125	0.767578125	0.7001953125	0.736328125	0.7255859375	0.767578125	0.7255859375	0.767578125	0.7001953125
224	411	717	426	743	5	0.802734375	0.7255859375	0.802734375	0.7001953125	0.83203125	0.7001953125	0.802734375	0.7255859375	0.83203125	0.7255859375	0.83203125	0.7001953125
225	445	717	461	743	5	0.869140625	0.7255859375	0.869140625	0.7001953125	0.900390625	0.7001953125	0.869140625	0.7255859375	0.900390625	0.7255859375	0.900390625	0.7001953125
226	479	717	495	743	-58	0.935546875	0.7255859375	0.935546875	0.7001953125	0.966796875	0.7001953125	0.935546875	0.7255859375	0.966796875	0.7255859375	0.966796875	0.7001953125
227	2	776	17	802	1	0.00390625	0.783203125	0.00390625	0.7578125	0.033203125	0.7578125	0.00390625	0.783203125	0.033203125	0.783203125	0.033203125	0.7578125
228	36	776	51	802	1	0.0703125	0.783203125	0.0703125	0.7578125	0.099609375	0.7578125	0.0703125	0.783203125	0.099609375	0.783203125	0.099609375	0.7578125
229	70	775	85	802	0	0.13671875	0.783203125	0.13671875	0.7568359375	0.166015625	0.7568359375	0.13671875	0.783203125	0.166015625	0.783203125	0.166015625	0.7568359375
230	102	783	122	802	8	0.19921875	0.783203125	0.19921875	0.7646484375	0.23828125	0.7646484375	0.19921875	0.783203125	0.23828125	0.783203125	0.23828125	0.7646484375
231	139	783	153	807	8	0.271484375	0.7880859375	0.271484375	0.7646484375	0.298828125	0.7646484375	0.271484375	0.7880859375	0.298828125	0.7880859375	0.298828125	0.7646484375
232	172	776	188	802	1	0.3359375	0.783203125	0.3359375	0.7578125	0.3671875	0.7578125	0.3359375	0.783203125	0.3671875	0.783203125	0.3671875	0.7578125
233	206	776	223	802	1	0.40234375	0.783203125	0.40234375	0.7578125	0.435546875	0.7578125	0.40234375	0.783203125	0.435546875	0.783203125	0.435546875	0.7578125
234	241	776	257	802	1	0.470703125	0.783203125	0.470703125	0.7578125	0.501953125	0.7578125	0.470703125	0.783203125	0.501953125	0.783203125	0.501953125	0.7578125
235	275	776	291	802	1	0.537109375	0.783203125	0.537109375	0.7578125	0.568359375	0.7578125	0.537109375	0.783203125	0.568359375	0.783203125	0.568359375	0.7578125
236	310	776	325	802	1	0.60546875	0.783203125	0.60546875	0.7578125	0.634765625	0.7578125	0.60546875	0.783203125	0.634765625	0.783203125	0.634765625	0.7578125
237	344	776	359	802	1	0.671875	0.783203125	0.671875	0.7578125	0.701171875	0.7578125	0.671875	0.783203125	0.701171875	0.783203125	0.701171875	0.7578125
238	378	776	393	802	1	0.73828125	0.783203125	0.73828125	0.7578125	0.767578125	0.7578125	0.73828125	0.783203125	0.767578125	0.783203125	0.767578125	0.7578125
239	412	776	427	802	1	0.8046875	0.783203125	0.8046875	0.7578125	0.833984375	0.7578125	0.8046875	0.783203125	0.833984375	0.783203125	0.833984375	0.7578125
240	445	776	462	802	1	0.869140625	0.783203125	0.869140625	0.7578125	0.90234375	0.7578125	0.869140625	0.783203125	0.90234375	0.783203125	0.90234375	0.7578125
241	481	776	495	802	-59	0.939453125	0.783203125	0.939453125	0.7578125	0.966796875	0.7578125	0.939453125	0.783203125	0.966796875	0.783203125	0.966796875	0.7578125
242	1	835	19	862	0	0.001953125	0.841796875	0.001953125	0.8154296875	0.037109375	0.8154296875	0.001953125	0.841796875	0.037109375	0.841796875	0.037109375	0.8154296875
243	36	835	53	862	0	0.0703125	0.841796875	0.0703125	0.8154296875	0.103515625	0.8154296875	0.0703125	0.841796875	0.103515625	0.841796875	0.103515625	0.8154296875
244	70	835	87	862	0	0.13671875	0.841796875	0.13671875	0.8154296875	0.169921875	0.8154296875	0.13671875	0.841796875	0.169921875	0.841796875	0.169921875	0.8154296875
245	104	835	121	862	0	0.203125	0.841796875	0.203125	0.8154296875	0.236328125	0.8154296875	0.203125	0.841796875	0.236328125	0.841796875	0.236328125	0.8154296875
246	138	836	156	862	1	0.26953125	0.841796875	0.26953125	0.81640625	0.3046875	0.81640625	0.26953125	0.841796875	0.3046875	0.841796875	0.3046875	0.81640625
247	172	842	190	861	7	0.3359375	0.8408203125	0.3359375	0.822265625	0.37109375	0.822265625	0.3359375	0.8408203125	0.37109375	0.8408203125	0.37109375	0.822265625
248	206	839	224	865	4	0.40234375	0.8447265625	0.40234375	0.8193359375	0.4375	0.8193359375	0.40234375	0.8447265625	0.4375	0.8447265625	0.4375	0.8193359375
249	242	835	257	862	0	0.47265625	0.841796875	0.47265625	0.8154296875	0.501953125	0.8154296875	0.47265625	0.841796875	0.501953125	0.841796875	0.501953125	0.8154296875
250	276	835	291	862	0	0.5390625	0.841796875	0.5390625	0.8154296875	0.568359375	0.8154296875	0.5390625	0.841796875	0.568359375	0.841796875	0.568359375	0.8154296875
251	310	835	325	862	0	0.60546875	0.841796875	0.60546875	0.8154296875	0.634765625	0.8154296875	0.60546875	0.841796875	0.634765625	0.841796875	0.634765625	0.8154296875
252	344	836	359	862	1	0.671875	0.841796875	0.671875	0.81640625	0.701171875	0.81640625	0.671875	0.841796875	0.701171875	0.841796875	0.701171875	0.81640625
253	377	835	395	869	0	0.736328125	0.8486328125	0.736328125	0.8154296875	0.771484375	0.8154296875	0.736328125	0.8486328125	0.771484375	0.8486328125	0.771484375	0.8154296875
254	413	835	429	869	0	0.806640625	0.8486328125	0.806640625	0.8154296875	0.837890625	0.8154296875	0.806640625	0.8486328125	0.837890625	0.8486328125	0.837890625	0.8154296875
255	445	836	463	869	1	0.869140625	0.8486328125	0.869140625	0.81640625	0.904296875	0.81640625	0.869140625	0.8486328125	0.904296875	0.8486328125	0.904296875	0.81640625
256	0	0	20	37	0	0.958984375	1.0	0.958984375	0.962890625	1.0	0.962890625	0.958984375	1.0	1.0	1.0	1.0	0.962890625
